,nombre,ranking_actual,puntos_wpt,p_jugados,p_ganados,p_perdidos,efectividad,vict_consecutivas,companero_actual,posicion_juego,lugar_nacimiento,fecha_nacimiento,altura,lugar_residencia,url,reference_date
199,Miriam Sanchez Pastor,199,14,3,0,3,0,0,Anouk Faure,Revés,Petrer,01/07/1993,"1,71",Novelda,https://www.worldpadeltour.com/jugadores/miriam-sanchez-pastor/,05/04/2021
200,Sara Marcos Durán,199,14,71,14,57,"19,72",2,Stefania Grosheva,Drive,Madrid,31/01/1990,"1,69",Madrid,https://www.worldpadeltour.com/jugadores/sara-marcos-duran/,05/04/2021
201,Andrea Colinas Castro,203,13,13,6,7,"46,15",2,Silvia López Vidal,Drive,A Coruña,17/02/2001,"1,64",A Coruña,https://www.worldpadeltour.com/jugadores/andrea-colinas-castro/,05/04/2021
202,Bárbara Soraia Coelho Ferreira ,203,13,2,0,2,0,0,Catarina Castro Vilela,Drive,Oliveira de Azeméis ,19/04/1992,"1,75",Porto,https://www.worldpadeltour.com/jugadores/barbara-soraia-coelho-ferreira/,05/04/2021
203,Bruna Albuquerque Melo,203,13,3,0,3,0,0,Catarina Almeida,Revés,Porto,27/03/1996,"1,69",Porto,https://www.worldpadeltour.com/jugadores/bruna-albuquerque-melo/,05/04/2021
204,Carolina Galaz Sanchez,203,13,2,1,1,50,1,Carla Pozuelo Salamanca,Drive,Alcorcon (MADRID) ,03/02/2002,"1,65",Alcorcon,https://www.worldpadeltour.com/jugadores/carolina-galaz-sanchez/,05/04/2021
205,Catarina Almeida ,203,13,2,0,2,0,0,Bruna Albuquerque Melo,Revés,Porto,29/04/1988,"1,74",Porto,https://www.worldpadeltour.com/jugadores/catarina-almeida/,05/04/2021
206,Helena Medeiros ,203,13,12,4,8,"33,33",2,Manuela Schuck Silva,Revés,Azores - Portugal,06/02/1984,"1,62",Azores - Portugal,https://www.worldpadeltour.com/jugadores/helena-medeiros/,05/04/2021
207,Mari Carmen Diaz Saavedra,203,13,2,0,2,0,0,Estela Francés Fernández,Revés,Las Palmas de Gran Canaria,17/10/1984,"1,73",Las Palmas de Gran Canaria,https://www.worldpadeltour.com/jugadores/mari-carmen-diaz-saavedra/,05/04/2021
208,Alessia La Monaca La Monaca Alessia ,210,12,0,0,0,0,0,,Revés,Milano,07/10/1986,1'80 cm,Roma,https://www.worldpadeltour.com/jugadores/alessia-la-monaca/,05/04/2021
209,Ginier Jessica ,210,12,1,0,1,0,0,Léa Godallier,,,01/01/1980,,,https://www.worldpadeltour.com/jugadores/ginier-jessica/,05/04/2021
210,Stefania Grosheva ,210,12,1,0,1,0,0,Sara Marcos Durán,Revés,Rostov Del Don - Rusia,06/05/1990,"1,73",Milan - Italia,https://www.worldpadeltour.com/jugadores/stefania-grosheva/,05/04/2021
211,Bouchacourt Severine ,211,12,1,0,1,0,0,Mayorga Lorena,,,01/01/1980,,,https://www.worldpadeltour.com/jugadores/bouchacourt-severine/,05/04/2021
212,Mayorga Lorena ,211,12,1,0,1,0,0,Bouchacourt Severine,,,01/01/1980,,,https://www.worldpadeltour.com/jugadores/mayorga-lorena/,05/04/2021
213,Ruth Gonzalez Martinez,211,12,0,0,0,0,1,Aitana Perez Encinas,Revés,Valladolid ,15/12/2004,172 cm,Valladolid ,https://www.worldpadeltour.com/jugadores/ruth-gonzalez-martinez/,05/04/2021
214,Fabiola Talayero Perez,217,10,1,0,1,0,0,Aranzazu Gallardo,Drive,México D.F.,28/05/1970,"1,60",Mexico D.F.,https://www.worldpadeltour.com/jugadores/fabiola-talayero-perez/,05/04/2021
215,Irene Santos Bravo,217,10,7,4,3,"57,14",1,Lucía Pérez Parra,Revés,Madrid,16/08/1989,"1,73",Madrid,https://www.worldpadeltour.com/jugadores/irene-santos-bravo/,05/04/2021
216,Laura Del Castillo Cadena,217,10,10,2,8,20,2,Tamara Del Pino Calero,Revés,Madrid,25/10/2000,"1,75",Vilassar de Mar,https://www.worldpadeltour.com/jugadores/laura-del-castillo-cadena/,05/04/2021
217,Martina Lombardi ,217,11,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/martina-lombardi/,05/04/2021
218,Milena Rojas Moreno,217,10,9,2,7,"22,22",1,Margarida Fernandes,Drive,Barcelona,08/07/2002,"1,67",Barcelona,https://www.worldpadeltour.com/jugadores/milena-rojas-moreno/,05/04/2021
219,Nuria Rivas Vázquez,217,10,44,21,23,"47,73",2,Isabel Domínguez Munaiz,Drive,Barcelona,27/01/1981,"1,66",Barcelona,https://www.worldpadeltour.com/jugadores/nuria-rivas-vazquez/,05/04/2021
220,Alessia Alessia La Monaca,218,10,0,0,0,0,0,Sara Sara D'Ambrogio,,,07/10/1986,,,https://www.worldpadeltour.com/jugadores/alessia-alessia-la-monaca/,05/04/2021
221,Camila Ramme Coellar ,218,10,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/camila-ramme-coellar/,05/04/2021
222,Rebeca Molero Lorenzo,218,10,0,0,0,0,0,Micaela Camila Dominguez Viglianchino,Revés,Madrid,31/01/1994,"1,62",Menorca,https://www.worldpadeltour.com/jugadores/rebeca-molero-lorenzo/,05/04/2021
223,Sara Sara D'Ambrogio,218,10,0,0,0,0,0,Alessia Alessia La Monaca,,,07/12/1983,,,https://www.worldpadeltour.com/jugadores/sara-sara-dambrogio/,05/04/2021
224,Milou Ettekoven ,226,9,1,0,1,0,0,Marcella Koek,Drive,Utrecht ,14/06/1997,1.63,Houten ,https://www.worldpadeltour.com/jugadores/milou-ettekoven/,05/04/2021
225,Noemí Aguilar Carrillo ,227,9,0,0,0,0,0,María Vera Mencías,Revés,Madrid,09/08/2006,"1,62",Toledo,https://www.worldpadeltour.com/jugadores/noemi-aguilar-carrillo/,05/04/2021
226,Adriana Barrena Viota,386,0,12,7,5,"58,33",2,Maider Juanikorena Etxeberria,Revés,Vitoria,17/07/1991,"1,62",Bilbao,https://www.worldpadeltour.com/jugadores/adriana-barrena-viota/,05/04/2021
227,Bárbara Ribeiro Ribeiro,228,8,1,0,1,0,0,Joana Brites Brites,Drive,Cascais,25/07/1993,167,Cascais,https://www.worldpadeltour.com/jugadores/barbara-ribeiro-ribeiro/,05/04/2021
228,Carla Martín Avilés,228,8,33,9,24,"27,27",3,Rebeca Lopez Lopez,Revés,Madrid,01/12/1992,"1,60",Madrid,https://www.worldpadeltour.com/jugadores/carla-martin-aviles/,05/04/2021
229,Joana Brites Brites,228,8,1,0,1,0,0,Bárbara Ribeiro Ribeiro,,,18/06/1997,,,https://www.worldpadeltour.com/jugadores/joana-brites-brites/,05/04/2021
230,Lara Tena Fusalba,228,8,28,16,12,"57,14",5,Sandra Bellver Fructuoso,Drive,Barcelona,05/08/1988,"1,67",Barcelona,https://www.worldpadeltour.com/jugadores/lara-tena-fusalba/,05/04/2021
231,Laura Fraile Moreno,228,8,8,1,7,"12,5",1,Monica Gomez Rivas,Drive,Madrid,14/04/1988,"1,69",Madrid,https://www.worldpadeltour.com/jugadores/laura-fraile-moreno/,05/04/2021
232,María Blázquez Mota,228,8,57,17,40,"29,82",2,Iris Donate Murcia,Drive,Águilas - Murcia,04/02/1992,"1,59",MADRID,https://www.worldpadeltour.com/jugadores/maria-blazquez-mota/,05/04/2021
233,María Victoria Ramírez García,228,8,7,0,7,0,0,Maria Del Mar Rodríguez Salazar,Drive,Córdoba - Esp,27/09/1998,"1,62",Baena - Córdoba,https://www.worldpadeltour.com/jugadores/m-victoria-ramirez-garcia/,05/04/2021
234,Martina Lombardi Sebastiani,228,8,2,0,2,0,0,Valentina Tommasi,Drive,Roma,01/08/1993,"1,75",Guidonia Montecelio - Roma,https://www.worldpadeltour.com/jugadores/martina-lombardi-sebastiani/,05/04/2021
235,Nerea Fuente Eslava,228,8,4,1,3,25,1,Alba Lopez Blas,Drive,Pamplona,24/10/2002,"1,69",Pamplona,https://www.worldpadeltour.com/jugadores/nerea-fuente-eslava/,05/04/2021
236,Noelia Soledad López Oviedo,228,8,3,1,2,"33,33",1,Jesica Daiana Brys,Drive,Chaco - Arg,29/07/1978,"1,60",Palma de Mallorca,https://www.worldpadeltour.com/jugadores/noelia-soledad-lopez/,05/04/2021
237,Nuria Cobo Gómez ,228,8,4,1,3,25,1,Pilar Santolalla Leurite,Drive,Granada,29/03/1996,"1,72",Jaén ,https://www.worldpadeltour.com/jugadores/nuria-cobo-gomez/,05/04/2021
238,Paula Hoyos Miranda ,228,8,1,0,1,0,0,Ainhoa Gomez Aleman,Revés,Santa Cruz de Tenerife,20/06/2002,160,Santa Cruz de Tenerife,https://www.worldpadeltour.com/jugadores/paula-hoyos-miranda/,05/04/2021
239,Sandu Raluca ,228,8,1,0,1,0,0,Olga Pedrera Carmona,Revés,Bucharest,03/02/1980,176,MONACO ,https://www.worldpadeltour.com/jugadores/sandu-raluca/,05/04/2021
240,Sonia Marco Zugasti,228,8,1,0,1,0,0,Diana da Silva,Revés,Estella-Lizarra ,19/04/2001,"1,67",Ayegui ,https://www.worldpadeltour.com/jugadores/sonia-marco-zugasti/,05/04/2021
241,Tamara Aranda Núñez ,228,8,2,1,1,50,1,,Revés,Vigo,23/04/1978,"1,65",Vigo,https://www.worldpadeltour.com/jugadores/tamara-aranda-nunez/,05/04/2021
242,Vilma Macheda ,228,8,1,0,1,0,0,Itziar Mayorga Eraña,Drive,Perù,20/06/1986,1.60,Torino,https://www.worldpadeltour.com/jugadores/vilma-macheda/,05/04/2021
243,Yera Campos Molina,228,8,2,1,1,50,1,Adriana Barrena Viota,Revés,Getxo,05/06/1990,164,Getxo,https://www.worldpadeltour.com/jugadores/yera-campos-molina/,05/04/2021
244,Adriana Elcoroiribe Baqué,229,8,0,0,0,0,0,Alba Perez Corral,Revés,España,14/05/1998,178,Malaga ,https://www.worldpadeltour.com/jugadores/adriana-elcoroiribe-baque/,05/04/2021
245,Alba Perez Corral ,229,8,0,0,0,0,0,Adriana Elcoroiribe Baqué,Drive,ponferrada ,14/01/2003,"1,61",málaga ,https://www.worldpadeltour.com/jugadores/alba-perez-corral/,05/04/2021
246,Alexandra Torralba Ladunca ,229,8,0,0,0,0,0,Claudia Jesica Fernández García,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/alexandra-torralba-ladunca/,05/04/2021
247,María Del Carmen Gallego Castaño ,229,8,0,0,0,0,0,Carla Serrano González,Revés,Valdepeñas,06/10/2002,1’75,Valdepeñas,https://www.worldpadeltour.com/jugadores/maria-del-carmen-gallego-castano/,05/04/2021
248,Marina Garcia Jimenez,229,8,1,0,1,0,0,Olga Pedrera Carmona,Drive,Granada,12/10/1998,"1,60",Granada ,https://www.worldpadeltour.com/jugadores/marina-garcia-jimenez/,05/04/2021
249,Martina Pugliesi ,251,7,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/martina-pugliesi/,05/04/2021
250,Lucia Garcia Trella,252,7,0,0,0,0,0,Marta Barrera de La Fuente,Drive,Malaga ,16/05/2004,1.69,Malaga,https://www.worldpadeltour.com/jugadores/lucia-garcia-trella/,05/04/2021
251,Marta Barrera De La Fuente ,252,7,0,0,0,0,0,Lucia Garcia Trella,Revés,Cádiz,05/10/2004,"1,69",Jerez de la Frontera,https://www.worldpadeltour.com/jugadores/marta-barrera-de-la-fuente/,05/04/2021
252,Valeria Atencia Basilio,252,7,0,0,0,0,0,Beatriz Sanchez Garcia,,,04/04/2004,,,https://www.worldpadeltour.com/jugadores/valeria-atencia-basilio/,05/04/2021
253,Clara Teresa Siverio Trujillo,255,6,85,31,54,"36,47",2,Valerie Artiles Torres,Drive,Tenerife,13/11/1988,"1,63",Tenerife,https://www.worldpadeltour.com/jugadores/clara-teresa-siverio/,05/04/2021
254,Sara D'Ambrogio ,255,6,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/sara-dambrogio/,05/04/2021
255,Lydia Silvan Ramiro ,256,6,0,0,0,0,0,,Drive,Madrid,09/09/2004,161,Madrid,https://www.worldpadeltour.com/jugadores/lydia-silvan-ramiro/,05/04/2021
256,Natalia Gonzalez Quintero ,256,6,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/natalia-gonzalez-quintero/,05/04/2021
257,Esther Butcher Martin ,258,6,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/esther-butcher-martin/,05/04/2021
258,Biljana Billie Gajic ,259,5,4,0,4,0,0,Antonette Andersson,Revés,"Norrkoping, Sweden.",28/10/1986,"1,78",Malmoe,https://www.worldpadeltour.com/jugadores/biljana-billie-gajic/,05/04/2021
259,Coral Álvarez Castro,259,5,1,0,1,0,0,Cristina González Moro,Revés,Gijón,10/02/1993,1'70,Gijón,https://www.worldpadeltour.com/jugadores/coral-alvarez-castro/,05/04/2021
260,Cristina Álvarez Narros ,259,5,1,0,1,0,0,Irene Gomez Martinez,Drive,Madrid,08/09/1998,"1,7",Alcalá de Henares,https://www.worldpadeltour.com/jugadores/cristina-alvarez-narros/,05/04/2021
261,Emmie Ekdahl ,259,5,1,0,1,0,0,Lucía Pérez Parra,,,18/06/1990,,,https://www.worldpadeltour.com/jugadores/emmie-ekdahl/,05/04/2021
262,Helga García Ortuño,259,5,18,6,12,"33,33",1,Paula Puga Rey,Drive,Almuñecar - Granada,10/08/1999,"1,62",Almuñecar - Granada,https://www.worldpadeltour.com/jugadores/helga-garcia-ortuno/,05/04/2021
263,Idoia Martín Egaña,259,5,73,34,39,"46,58",3,Biljana Billie Gajic,Drive,Alicante,04/10/1989,"1,7",Alicante,https://www.worldpadeltour.com/jugadores/idoia-martin-egana/,05/04/2021
264,Macarena Caballero Sancho,259,5,28,11,17,"39,29",2,Marta Pérez Arias,Drive,Córdoba,18/08/1999,"1,75",Córdoba,https://www.worldpadeltour.com/jugadores/macarena-caballero-sancho/,05/04/2021
265,Marcella Koek ,259,5,1,0,1,0,0,Milou Ettekoven,,,27/05/1988,,,https://www.worldpadeltour.com/jugadores/marcella-koek/,05/04/2021
266,Miriam Lorente Tortosa,259,5,11,4,7,"36,36",1,Teresa Anillo Ramírez,Drive,Murcia,01/09/2000,"1,60",Murcia,https://www.worldpadeltour.com/jugadores/miriam-lorente-tortosa/,05/04/2021
267,Patricia Mowbray Morales,259,5,36,18,18,50,4,Noelia Márquez Rite,Revés,Málaga,02/03/1982,"1,70",Málaga,https://www.worldpadeltour.com/jugadores/patricia-mowbray-morales/,05/04/2021
268,Abigail Micaela Zabala ,260,5,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/abigail-micaela-zabala/,05/04/2021
269,Beatriz Sanchez Garcia,260,5,0,0,0,0,0,Valeria Atencia Basilio,Revés,Sevilla,05/04/2004,1’70,Sevilla,https://www.worldpadeltour.com/jugadores/beatriz-sanchez-garcia/,05/04/2021
270,María Negrillo Macarro,260,5,1,0,1,0,0,Esther Cespedes Lopez,Revés,Sevilla,24/02/1996,"1,62",Sevilla,https://www.worldpadeltour.com/jugadores/maria-negrillo-macarro/,05/04/2021
271,Melina Bois ,260,5,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/melina-bois/,05/04/2021
272,Micaela Camila Dominguez Viglianchino,260,5,0,0,0,0,0,Rebeca Molero Lorenzo,,,29/11/1989,,,https://www.worldpadeltour.com/jugadores/micaela-camila-dominguez-viglianchino/,05/04/2021
273,Moira Bastida Godoy ,260,5,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/moira-bastida-godoy/,05/04/2021
274,Paola Pintor ,260,5,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/paola-pintor/,05/04/2021
275,Rocio Gayo Milla,260,5,1,0,1,0,0,Paula Puga Rey,Drive,Madrid,13/10/1999,"1,78",Madrid,https://www.worldpadeltour.com/jugadores/rocio-gayo-milla/,05/04/2021
276,Claudia Del Coso Iglesias ,277,4,0,0,0,0,0,,,,28/09/2003,,,https://www.worldpadeltour.com/jugadores/claudia-del-coso-iglesias/,05/04/2021
277,Egle Petrauskaite ,277,4,1,0,1,0,0,Anouk Faure,Revés,Vilnius - Lituania,21/05/1985,"1,70",Miami - USA,https://www.worldpadeltour.com/jugadores/egle-petrauskaite/,05/04/2021
278,Silvana Campus ,277,4,28,19,9,"67,86",3,Delfina Brea Senesi,Revés,Buenos Aires,07/09/1979,1.6,Buenos Aires,https://www.worldpadeltour.com/jugadores/silvana-campus/,05/04/2021
279,Aroa Segura Alcover,278,4,0,0,0,0,0,,Drive,Guadassuar,20/06/2002,"1,57",Guadassuar,https://www.worldpadeltour.com/jugadores/aroa-segura-alcover/,05/04/2021
280,Jessica Leticia Morales Escurra ,278,4,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/jessica-leticia-morales-escurra/,05/04/2021
281,Loren Raquel Riquelme Kostianovsky ,278,4,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/loren-raquel-riquelme-kostianovsky/,05/04/2021
282,Mafalda Fernandes ,278,4,0,0,0,0,0,,Revés,Lisboa,15/03/2001,167,Lisboa,https://www.worldpadeltour.com/jugadores/mafalda-cruz-patrao-marques-fernandes/,05/04/2021
283,Mariana Talarico ,278,4,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/mariana-talarico/,05/04/2021
284,Nancy Dingwall ,278,4,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/nancy-dingwall/,05/04/2021
285,Paloma Cortina ,278,4,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/paloma-cortina/,05/04/2021
286,Paola Valeria Armestro ,278,4,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/paola-valeria-armestro/,05/04/2021
287,Tess Van Dinteren ,278,4,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/tess-van-dinteren/,05/04/2021
288,Benedetta Sobrero ,289,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/benedetta-sobrero/,05/04/2021
289,Candela Escobar Martínez,289,3,9,5,4,"55,56",1,Pilar Santolalla Leurite,Drive,Málaga,10/11/1987,"1,61",Málaga,https://www.worldpadeltour.com/jugadores/candela-escobar-martinez/,05/04/2021
290,Manuela Savini ,289,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/manuela-savini/,05/04/2021
291,Martina Camorani ,289,3,6,2,4,"33,33",2,Giulia Sussarello,Revés,Bologna - Italia,02/09/1978,"1,75",Bologna - Italia,https://www.worldpadeltour.com/jugadores/martina-camorani/,05/04/2021
292,Patricia Amador Fleitas,289,3,1,0,1,0,0,,,,01/01/0001,0,,https://www.worldpadeltour.com/jugadores/patricia-amador-fleitas/,05/04/2021
293,Valerie Artiles Torres,289,3,10,0,10,0,0,María Victoria Ramírez García,Drive,Las Palmas,11/06/2002,"1,58",Las Palmas,https://www.worldpadeltour.com/jugadores/valerie-artiles-torres/,05/04/2021
294,Arianna Sanna ,290,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/arianna-sanna/,05/04/2021
295,Barbara Cravero ,290,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/barbara-cravero/,05/04/2021
296,Dacil Romero Garcia ,290,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/dacil-romero-garcia/,05/04/2021
297,Elena Falqui ,290,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/elena-falqui/,05/04/2021
298,Francesca Piu ,290,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/francesca-piu/,05/04/2021
299,Gara Santana Gazol ,290,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/gara-santana-gazol/,05/04/2021
300,Georgina Coriasso Esquiliano ,290,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/georgina-coriasso-esquiliano/,05/04/2021
301,Giulia Coletti ,290,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/giulia-coletti/,05/04/2021
302,Giulia Solinas ,290,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/giulia-solinas/,05/04/2021
303,Greta Kerezaite ,290,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/greta-kerezaite/,05/04/2021
304,Ilaria Pibiri ,290,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/ilaria-pibiri/,05/04/2021
305,Kory Gonzalez Canul ,290,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/kory-gonzalez-canul/,05/04/2021
306,Laura Abad ,290,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/laura-abad/,05/04/2021
307,Laura Albertí ,290,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/laura-alberti/,05/04/2021
308,Ana Cristina Gonzalez Dorantes ,371,1,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/ana-cristina-gonzalez-dorantes/,05/04/2021
309,Edurne Fernandez Lopez ,327,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/edurne-fernandez-lopez/,05/04/2021
310,Serena Moltoni ,297,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/serena-moltoni/,05/04/2021
311,Susana Carolina Chavez Cuadra ,371,1,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/susana-carolina-chavez-cuadra/,05/04/2021
312,Julia Herrero Gonzalez ,339,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/julia-herrero-gonzalez/,05/04/2021
313,Alba Tejera Dominguez ,327,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/alba-tejera-dominguez/,05/04/2021
314,Mara Buovolo Armodei ,371,1,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/mara-buovolo-armodei/,05/04/2021
315,Valentina Terio ,297,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/valentina-terio/,05/04/2021
316,Giada Balzano ,297,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/giada-balzano/,05/04/2021
317,Maria Sara Cabrera Sanchez ,327,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/maria-sara-cabrera-sanchez/,05/04/2021
318,Chiara Sangiorgio ,371,1,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/chiara-sangiorgio/,05/04/2021
319,Ana Blanco Machado ,327,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/ana-blanco-machado/,05/04/2021
320,Maria Del Pilar Lopez Padron ,327,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/maria-del-pilar-lopez-padron/,05/04/2021
321,Maria Nicoletta Marini ,290,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/maria-nicoletta-marini/,05/04/2021
322,Noemi Ollero Ramírez,325,2,1,0,1,0,0,Margarita Bonete Cayuelas,Drive,Castellón,08/10/1988,"1,70",Castellón,https://www.worldpadeltour.com/jugadores/noemi-ollero-ramirez/,05/04/2021
323,Ines Contreras Labat ,327,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/ines-contreras-labat/,05/04/2021
324,Giorgia Balzano ,297,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/giorgia-balzano/,05/04/2021
325,Maria Teresa Squeo ,339,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/maria-teresa-squeo/,05/04/2021
326,Maria Lucia Venneri ,297,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/maria-lucia-venneri/,05/04/2021
327,Patricia Fernandez Ramirez ,290,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/patricia-fernandez-ramirez/,05/04/2021
328,Lucia Rodriguez Ramiro ,290,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/lucia-rodriguez-ramiro/,05/04/2021
329,Lourdes Alejandra Rivera Ugalde ,371,1,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/lourdes-alejandra-rivera-ugalde/,05/04/2021
330,Nayra Armas González,325,2,2,0,2,0,0,Clara Teresa Siverio Trujillo,Drive,Arrecife - Lanzarote,19/02/1979,"1,74",Arrecife - Lanzarote,https://www.worldpadeltour.com/jugadores/nayra-armas-gonzalez/,05/04/2021
331,Maria Eulalia Rodriguez Abajo ,339,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/maria-eulalia-rodriguez-abajo/,05/04/2021
332,Maria Portillo Perez ,325,2,1,0,1,0,0,Carla Martín Avilés,,,29/03/2001,,,https://www.worldpadeltour.com/jugadores/maria-portillo-perez/,05/04/2021
333,Johanna Hommy Falcon Manrique ,327,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/johanna-hommy-falcon-manrique/,05/04/2021
334,Elena Barrera Perez ,327,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/elena-barrera-perez/,05/04/2021
335,Maria Lara Afonso Garcia ,327,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/maria-lara-afonso-garcia/,05/04/2021
336,Lucia Micaela Fernandez Lopez ,339,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/lucia-micaela-fernandez-lopez/,05/04/2021
337,Melissa Gasca Cardiani ,290,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/melissa-gasca-cardiani/,05/04/2021
338,Leyre Garner Ovejero ,339,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/leyre-garner-ovejero/,05/04/2021
339,Paula Caballero Pastor ,339,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/paula-caballero-pastor/,05/04/2021
340,Alicia Romero García,386,0,4,1,3,25,1,Ana Belén Nieto González,,,01/01/0001,0,,https://www.worldpadeltour.com/jugadores/alicia-romero-garcia/,05/04/2021
341,Michelle Del Pino Perez Garcia ,327,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/michelle-del-pino-perez-garcia/,05/04/2021
342,Rocio Del Carmen Lopez Cruz ,327,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/rocio-del-carmen-lopez-cruz/,05/04/2021
343,Mª Teresa De La Mata Orallo ,339,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/m-teresa-de-la-mata-orallo/,05/04/2021
344,Irene García Romero,339,2,0,0,0,0,0,,,,15/09/2001,,,https://www.worldpadeltour.com/jugadores/irene-garcia-romero/,05/04/2021
345,Victoria Cabrera Goterris ,327,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/victoria-cabrera-goterris/,05/04/2021
346,Ainhoa Sanchez Vigueras ,327,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/ainhoa-sanchez-vigueras/,05/04/2021
