,nombre,ranking_actual,puntos_wpt,p_jugados,p_ganados,p_perdidos,efectividad,vict_consecutivas,companero_actual,posicion_juego,lugar_nacimiento,fecha_nacimiento,altura,lugar_residencia,url,reference_date
347,Paula Besteiro Trapero ,290,3,0,0,0,0,0,,,,21/03/2002,,,https://www.worldpadeltour.com/jugadores/paula-besteiro-trapero/,05/04/2021
348,Pamela Pino Gamboa ,290,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/pamela-pino-gamboa/,05/04/2021
349,Paula Garcia Negrin ,327,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/paula-garcia-negrin/,05/04/2021
350,Patricia Araus Lopez ,327,2,,,,,,,,,23/01/2005,,,https://www.worldpadeltour.com/jugadores/patricia-araus-lopez/,05/04/2021
351,Ruta Balayte ,290,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/ruta-balayte/,05/04/2021
352,Noelia Gomez Santana ,327,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/noelia-gomez-santana/,05/04/2021
353,Cristina Francesca Carta ,327,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/cristina-francesca-carta/,05/04/2021
354,Nuria Barges ,371,1,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/nuria-barges/,05/04/2021
355,Maria Alejandra Correa Cervera ,290,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/maria-alejandra-correa-cervera/,05/04/2021
356,Candela Lucendo Millan ,339,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/candela-lucendo-millan/,05/04/2021
357,Raquel Fernandez Tavio ,327,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/raquel-fernandez-tavio/,05/04/2021
358,Saray Jimenez Alcazar ,371,1,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/saray-jimenez-alcazar/,05/04/2021
359,Cosima Ludovico ,339,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/cosima-ludovico/,05/04/2021
360,Judit Gallén Arimont,325,2,0,0,0,0,0,,,,19/05/1999,,,https://www.worldpadeltour.com/jugadores/judit-gallen-arimont/,05/04/2021
361,Paula Garcia Rodriguez ,290,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/paula-garcia-rodriguez/,05/04/2021
362,Sandra Jimenez Llorente ,339,2,0,0,0,0,0,Paula Albiñana Moscardó,Revés,Madrid,21/07/1983,"1,73",Almansa,https://www.worldpadeltour.com/jugadores/sandra-jimenez-llorente/,05/04/2021
363,Carmela Teresa Calvo Domingo ,327,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/carmela-teresa-calvo-domingo/,05/04/2021
364,Aitana Manzanares Oton ,327,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/aitana-manzanares-oton/,05/04/2021
365,Hanna Maddock Gamez ,327,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/hanna-maddock-gamez/,05/04/2021
366,Mariela Gutierrez Peraza ,290,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/mariela-gutierrez-peraza/,05/04/2021
367,Carla Fito Fernandez ,327,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/carla-fito-fernandez/,05/04/2021
368,Floriana Marangi ,339,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/floriana-marangi/,05/04/2021
369,Lucia Cortimiglia ,369,1,0,0,0,0,0,,Drive,"Aosta, Italia ",16/08/1995,163cm,"Genova, Italia ",https://www.worldpadeltour.com/jugadores/lucia-cortimiglia/,05/04/2021
370,Monica Grosso ,339,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/monica-grosso/,05/04/2021
371,Pilar Lopez Valverde ,339,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/pilar-lopez-valverde/,05/04/2021
372,Charlotte Maillard ,327,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/charlotte-maillard/,05/04/2021
373,Mayte Alonso Hernandez ,339,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/mayte-alonso-hernandez/,05/04/2021
374,Carlotta Colombo ,371,1,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/carlotta-colombo/,05/04/2021
375,Angela Alessi ,327,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/angela-alessi/,05/04/2021
376,Patricia Jaoyce Porter Saunderson ,371,1,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/patricia-jaoyce-porter-saunderson/,05/04/2021
377,Ana Galache Ruiz ,327,2,,,,,,,,,29/08/2003,,,https://www.worldpadeltour.com/jugadores/ana-galache-ruiz/,05/04/2021
378,Patrizia Mirtillo ,290,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/patrizia-mirtillo/,05/04/2021
379,Natalia Sanz Garcia ,327,2,0,0,0,0,0,,Drive,Madrid ,29/03/2003,1.73,Torrejón de Ardoz ,https://www.worldpadeltour.com/jugadores/natalia-sanz-garcia/,05/04/2021
380,Lucia Di Ghionno ,327,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/lucia-di-ghionno/,05/04/2021
381,Marianna Leo ,290,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/marianna-leo/,05/04/2021
382,Cristina Trigo Castro ,327,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/cristina-trigo-castro/,05/04/2021
383,Nerea Del Pino Guerra Santana ,327,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/nerea-del-pino-guerra-santana/,05/04/2021
384,Barbara Mingotes Crespo ,297,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/barbara-mingotes-crespo/,05/04/2021
385,Viria Porcelli ,339,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/viria-porcelli/,05/04/2021
386,Alessia Biodo ,371,1,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/alessia-biodo/,05/04/2021
387,Sara Fuentes Brun,339,2,0,0,0,0,0,,Drive,Zaragoza,29/06/1993,"1,62",L’Hospitalet de l’Infant,https://www.worldpadeltour.com/jugadores/sara-fuentes-brun/,05/04/2021
388,Lidon Gallego Bagan ,339,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/lidon-gallego-bagan/,05/04/2021
389,Anna Saroglia ,371,1,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/anna-saroglia/,05/04/2021
390,Laura Quintana Medina ,327,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/laura-quintana-medina/,05/04/2021
391,Selena Victoria Vazquez Amador ,327,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/selena-victoria-vazquez-amador/,05/04/2021
392,Mayra Edith Cancino Argueta ,290,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/mayra-edith-cancino-argueta/,05/04/2021
393,Elvira Aurora Camacho Marente ,327,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/elvira-aurora-camacho-marente/,05/04/2021
394,Marta Buitrago Moreno ,339,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/marta-buitrago-moreno/,05/04/2021
395,Irene Molina Iborra ,327,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/irene-molina-iborra/,05/04/2021
396,Isabel Rapisarda Calvo ,327,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/isabel-rapisarda-calvo/,05/04/2021
397,Raquel Jimenez Perera ,327,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/raquel-jimenez-perera/,05/04/2021
398,Alicia Alegre Masnou ,327,2,0,0,0,0,0,,Revés,Madrid ,02/12/2000,1.67,Madrid ,https://www.worldpadeltour.com/jugadores/alicia-alegre-masnou/,05/04/2021
399,Anabel Afonso Garcia ,327,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/anabel-afonso-garcia/,05/04/2021
400,Miriam Griselda Carmen Chavez Muzquiz ,290,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/miriam-griselda-carmen-chavez-muzquiz/,05/04/2021
401,Lucia Arruti Mendiluce ,371,1,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/lucia-arruti-mendiluce/,05/04/2021
402,Vanessa Munguia ,371,1,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/vanessa-munguia/,05/04/2021
403,Sabrina Mendez Dominguez ,290,3,0,0,0,0,0,,,,05/06/1988,,,https://www.worldpadeltour.com/jugadores/ibai-llanos-garatea/,05/04/2021
404,Maria Del Carmen Tamayo Espinar ,371,1,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/maria-del-carmen-tamayo-espinar/,05/04/2021
405,Monica Moreno Vilchis ,371,1,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/monica-moreno-vilchis/,05/04/2021
406,Isabel Gonell Monfort ,339,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/isabel-gonell-monfort/,05/04/2021
407,Claudia Bonet Garcia ,339,2,0,0,0,0,0,,,,25/06/2003,,,https://www.worldpadeltour.com/jugadores/claudia-bonet-garcia/,05/04/2021
408,Maria Del Mar Auyanet Suarez ,327,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/maria-del-mar-auyanet-suarez/,05/04/2021
409,Laura Bianchini ,297,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/laura-bianchini/,05/04/2021
